"gene","mean_cnv","chr","start","stop","alteration","mean_solid","mean_ascites","solid_status","ascites_status","shared","site_specific"
"UACA",1.00334362223745,"chr15",70654554,70763558,"Neutral",1.00334517690755,1.00333871813958,"Neutral","Neutral",FALSE,FALSE
"LARP6",1.00387280927453,"chr15",70829130,70854157,"Neutral",1.00396705287855,1.00357552443052,"Neutral","Neutral",FALSE,FALSE
"THSD4",1.00435807340225,"chr15",71096952,71783383,"Neutral",1.00455543700144,1.00373550376048,"Neutral","Neutral",FALSE,FALSE
"NEO1",1.00461071638459,"chr15",73051710,73305205,"Neutral",1.00481792657521,1.00395708636023,"Neutral","Neutral",FALSE,FALSE
"CD276",1.00482887739169,"chr15",73683966,73714514,"Neutral",1.00504533418841,1.00414607959642,"Neutral","Neutral",FALSE,FALSE
"RPP25",1.00504435851893,"chr15",74954418,74956772,"Neutral",1.00529501395867,1.00425368350101,"Neutral","Neutral",FALSE,FALSE
"PSTPIP1",1.00528712036148,"chr15",76993359,77037475,"Neutral",1.00556986855132,1.00439521101251,"Neutral","Neutral",FALSE,FALSE
"DNAJA4",1.00568513718662,"chr15",78264086,78282196,"Neutral",1.00599571321864,1.00470544685978,"Neutral","Neutral",FALSE,FALSE
"CRABP1",1.00612333545746,"chr15",78340353,78348225,"Neutral",1.00649814640783,1.00494102058244,"Neutral","Neutral",FALSE,FALSE
"BCL2A1",1.00646326352155,"chr15",79960892,79971196,"Neutral",1.00686098455823,1.00520868038493,"Neutral","Neutral",FALSE,FALSE
"HOMER2",1.00704364111449,"chr15",82836946,82986153,"Neutral",1.00745874207989,1.00573423421076,"Neutral","Neutral",FALSE,FALSE
"HDGFL3",1.00750166561074,"chr15",83112738,83207823,"Neutral",1.00792851436538,1.00615520112917,"Neutral","Neutral",FALSE,FALSE
"NMB",1.00794801904738,"chr15",84655129,84658563,"Neutral",1.00839248226983,1.00654599096157,"Neutral","Neutral",FALSE,FALSE
"ISG20",1.00839356546368,"chr15",88635670,88656483,"Neutral",1.00882861032311,1.00702124694392,"Neutral","Neutral",FALSE,FALSE
"HAPLN3",1.0093802550542,"chr15",88877294,88895597,"Neutral",1.00986072204112,1.00786465561662,"Neutral","Neutral",FALSE,FALSE
"MFGE8",1.01034568882664,"chr15",88898683,88913468,"Neutral",1.01088075987542,1.00865784470278,"Neutral","Neutral",FALSE,FALSE
"FANCI",1.01126237688145,"chr15",89243945,89317261,"Neutral",1.01191789563556,1.00919458891246,"Neutral","Neutral",FALSE,FALSE
"MESP1",1.01223440947221,"chr15",89749875,89751249,"Neutral",1.01299468418937,1.00983617615942,"Neutral","Neutral",FALSE,FALSE
"ANPEP",1.01320073209087,"chr15",89784895,89815401,"Neutral",1.01404026707318,1.01055247782646,"Neutral","Neutral",FALSE,FALSE
"FES",1.01433768689309,"chr15",90883695,90895776,"Neutral",1.01522833349989,1.0115282045913,"Neutral","Neutral",FALSE,FALSE
"SLCO3A1",1.0156387393332,"chr15",91853708,92172435,"Neutral",1.0166192868902,1.01254567078455,"Neutral","Neutral",FALSE,FALSE
"NR2F2",1.01682394315547,"chr15",96325938,96340263,"Neutral",1.01792333684857,1.01335598279963,"Neutral","Neutral",FALSE,FALSE
"IGF1R",1.0176966818383,"chr15",98648539,98964530,"Neutral",1.01884112895184,1.01408660362514,"Neutral","Neutral",FALSE,FALSE
"SNRNP25",1.11912264845925,"chr16",53828,57669,"Gain",1.11159467921758,1.14286909984788,"Gain","Gain",TRUE,FALSE
"NME4",1.11603149312759,"chr16",396725,410367,"Gain",1.10863266890727,1.13937056559726,"Gain","Gain",TRUE,FALSE
"MCRIP2",1.11297778859967,"chr16",636817,648474,"Gain",1.10566135208718,1.13605697481902,"Gain","Gain",TRUE,FALSE
"METRN",1.10978169826384,"chr16",715118,719655,"Gain",1.10259099598178,1.13246426466513,"Gain","Gain",TRUE,FALSE
"HAGHL",1.10626132513715,"chr16",726936,735525,"Gain",1.09925064016326,1.12837603955601,"Gain","Gain",TRUE,FALSE
"MSLN",1.10302118390949,"chr16",760734,768865,"Gain",1.09620933762633,1.12450867561373,"Gain","Gain",TRUE,FALSE
"JPT2",1.09848697656486,"chr16",1678256,1702280,"Gain",1.09185794342156,1.11939779703154,"Gain","Gain",TRUE,FALSE
"RPS2",1.09403657103508,"chr16",1962058,1964841,"Gain",1.08759769171092,1.11434756460586,"Gain","Gain",TRUE,FALSE
"NPW",1.08955034037095,"chr16",2009926,2020755,"Gain",1.08327448661976,1.10934708119715,"Gain","Gain",TRUE,FALSE
"NTHL1",1.08549762982298,"chr16",2039815,2047866,"Gain",1.07941125945167,1.10469665860693,"Gain","Gain",TRUE,FALSE
"SNHG19",1.08148402904359,"chr16",2154792,2155405,"Gain",1.07563903512819,1.09992165271385,"Gain","Gain",TRUE,FALSE
"PRSS21",1.07754002856809,"chr16",2817180,2826304,"Gain",1.07185922959068,1.09545971081376,"Gain","Gain",TRUE,FALSE
"PRSS22",1.07380467087438,"chr16",2852730,2858170,"Gain",1.06829159292665,1.09119528888632,"Gain","Gain",TRUE,FALSE
"PAQR4",1.07015689026932,"chr16",2969270,2973484,"Gain",1.06483632291525,1.08694024710534,"Gain","Gain",TRUE,FALSE
"CLDN9",1.06690104051862,"chr16",3012923,3014505,"Gain",1.0618109565992,1.08295735351305,"Gain","Gain",TRUE,FALSE
"CLDN6",1.06371932988155,"chr16",3014712,3020071,"Gain",1.05890341610121,1.07891079238695,"Gain","Gain",TRUE,FALSE
"TNFRSF12A",1.06053752459838,"chr16",3018445,3022383,"Gain",1.05603077861487,1.07475373895613,"Gain","Gain",TRUE,FALSE
"BICDL2",1.05689923943592,"chr16",3027682,3036944,"Gain",1.05282460516325,1.06975238768563,"Gain","Gain",TRUE,FALSE
"IL32",1.053377505508,"chr16",3065297,3082192,"Gain",1.04979259963753,1.06468583983471,"Neutral","Gain",FALSE,TRUE
"TRAP1",1.05063460100224,"chr16",3651639,3717553,"Gain",1.04744180242035,1.06070606036724,"Neutral","Gain",FALSE,TRUE
"VASN",1.04798680558547,"chr16",4371848,4383538,"Neutral",1.04522205094765,1.05670803032763,"Neutral","Gain",FALSE,TRUE
"SMIM22",1.04535174123169,"chr16",4788397,4796491,"Neutral",1.0429832141862,1.05282309380273,"Neutral","Gain",FALSE,TRUE
"PPL",1.04219597414751,"chr16",4882507,4960741,"Neutral",1.04029298144897,1.04819883124724,"Neutral","Neutral",FALSE,FALSE
"EMP2",1.03896551150894,"chr16",10528422,10580632,"Neutral",1.03744838214433,1.04375118976432,"Neutral","Neutral",FALSE,FALSE
"CIITA",1.03570882312965,"chr16",10866222,10943021,"Neutral",1.03452830837619,1.03943267418516,"Neutral","Neutral",FALSE,FALSE
"SOCS1",1.03284903534136,"chr16",11254417,11256204,"Neutral",1.03198006884266,1.03559012926155,"Neutral","Neutral",FALSE,FALSE
"LITAF",1.03056731822487,"chr16",11547722,11636381,"Neutral",1.02996123692987,1.0324791591938,"Neutral","Neutral",FALSE,FALSE
"SNN",1.02855593505372,"chr16",11668455,11679152,"Neutral",1.02816917450237,1.02977594410753,"Neutral","Neutral",FALSE,FALSE
"RPS15A",1.02685678972615,"chr16",18781295,18790383,"Neutral",1.02668891454567,1.02738634021777,"Neutral","Neutral",FALSE,FALSE
"ARL6IP1",1.02521339806561,"chr16",18791669,18801572,"Neutral",1.02520334700512,1.02524510343152,"Neutral","Neutral",FALSE,FALSE
"TMC5",1.02376454147133,"chr16",19410496,19499113,"Neutral",1.02390965244974,1.02330679905976,"Neutral","Neutral",FALSE,FALSE
"GPRC5B",1.02224264413826,"chr16",19856691,19886167,"Neutral",1.02254074897396,1.02130229332619,"Neutral","Neutral",FALSE,FALSE
"ACSM3",1.02082421827241,"chr16",20610243,20797581,"Neutral",1.0211947292245,1.01965546744066,"Neutral","Neutral",FALSE,FALSE
"IGSF6",1.01956525954203,"chr16",21639550,21652608,"Neutral",1.01997716624368,1.01826592871941,"Neutral","Neutral",FALSE,FALSE
"PLK1",1.01832613916585,"chr16",23677656,23690367,"Neutral",1.01876247014972,1.01694976365673,"Neutral","Neutral",FALSE,FALSE
"PRKCB",1.01707309534256,"chr16",23835983,24220611,"Neutral",1.01746752733767,1.01582888725702,"Neutral","Neutral",FALSE,FALSE
"NUPR1",1.01604061690812,"chr16",28532708,28539008,"Neutral",1.01639293733652,1.01492924680849,"Neutral","Neutral",FALSE,FALSE
"LAT",1.01482483472594,"chr16",28984826,28990784,"Neutral",1.01511338975282,1.01391460811652,"Neutral","Neutral",FALSE,FALSE
"SPN",1.01379478793825,"chr16",29662979,29670876,"Neutral",1.01405487982227,1.0129743463182,"Neutral","Neutral",FALSE,FALSE
"QPRT",1.01287845373735,"chr16",29663279,29698699,"Neutral",1.01312717925864,1.01209386651193,"Neutral","Neutral",FALSE,FALSE
"KIF22",1.01188302591725,"chr16",29790727,29805385,"Neutral",1.01205329502814,1.01134592393995,"Neutral","Neutral",FALSE,FALSE
"SEZ6L2",1.01077987300331,"chr16",29871159,29899550,"Neutral",1.0108914569471,1.01042788927277,"Neutral","Neutral",FALSE,FALSE
"ASPHD1",1.00961561619547,"chr16",29900375,29919864,"Neutral",1.0096592128192,1.00947809370131,"Neutral","Neutral",FALSE,FALSE
"HIRIP3",1.00835522029453,"chr16",29992330,29996074,"Neutral",1.0082837110403,1.00858079122538,"Neutral","Neutral",FALSE,FALSE
"DCTPP1",1.00712151794617,"chr16",30423615,30430030,"Neutral",1.0068966761583,1.00783076560835,"Neutral","Neutral",FALSE,FALSE
"ITGAL",1.00568964166067,"chr16",30472658,30523567,"Neutral",1.00532295713288,1.00684632230515,"Neutral","Neutral",FALSE,FALSE
"HSD3B7",1.00450537442083,"chr16",30985207,30989147,"Neutral",1.00413457580274,1.00567503267482,"Neutral","Neutral",FALSE,FALSE
"PRSS8",1.00323244655452,"chr16",31131433,31135727,"Neutral",1.00287426220548,1.00436231398087,"Neutral","Neutral",FALSE,FALSE
"PYCARD",1.00175413119966,"chr16",31201486,31203450,"Neutral",1.00135138545601,1.00302456442232,"Neutral","Neutral",FALSE,FALSE
"ITGAM",1.000399557166,"chr16",31259967,31332892,"Neutral",1.00005479142581,1.00148709653112,"Neutral","Neutral",FALSE,FALSE
"ITGAX",0.999074786025507,"chr16",31355134,31382999,"Neutral",0.998769693407891,1.00003717930591,"Neutral","Neutral",FALSE,FALSE
"ORC6",0.997951290873566,"chr16",46689643,46698394,"Neutral",0.997690118769765,0.99877513997123,"Neutral","Neutral",FALSE,FALSE
"GPT2",0.996682405311683,"chr16",46884362,46931289,"Neutral",0.996473101097024,0.997342640788115,"Neutral","Neutral",FALSE,FALSE
"ADCY7",0.995297831976193,"chr16",50246137,50318135,"Neutral",0.995176507330421,0.995680542068465,"Neutral","Neutral",FALSE,FALSE
"IRX3",0.994190624823162,"chr16",54283304,54286787,"Neutral",0.994163881950326,0.994274983341299,"Neutral","Neutral",FALSE,FALSE
"CRNDE",0.993034498545805,"chr16",54845189,54929189,"Neutral",0.993132778771978,0.992724480460134,"Neutral","Neutral",FALSE,FALSE
"MMP2",0.991781701022007,"chr16",55389700,55506691,"Neutral",0.991975617655767,0.991170004591112,"Neutral","Neutral",FALSE,FALSE
"LPCAT2",0.990872576681118,"chr16",55509072,55586666,"Neutral",0.991114343732344,0.990109939461835,"Neutral","Neutral",FALSE,FALSE
"MT2A",0.990135325396653,"chr16",56608584,56609497,"Neutral",0.990492361528725,0.989009079940268,"Neutral","Neutral",FALSE,FALSE
"MT1E",0.989517587859695,"chr16",56625475,56627112,"Neutral",0.989934797390116,0.988201529635365,"Neutral","Neutral",FALSE,FALSE
"MT1M",0.988616024674693,"chr16",56632659,56633981,"Neutral",0.989082770256158,0.987143708448989,"Neutral","Neutral",FALSE,FALSE
"MT1F",0.987590821241118,"chr16",56657731,56660698,"Neutral",0.988057335453836,0.98611923485191,"Neutral","Neutral",FALSE,FALSE
"MT1G",0.986479200677967,"chr16",56666730,56668065,"Neutral",0.986953323821941,0.984983612448374,"Neutral","Neutral",FALSE,FALSE
"MT1H",0.985086352576915,"chr16",56669814,56671129,"Neutral",0.985588454031942,0.983502508725912,"Neutral","Neutral",FALSE,FALSE
"MT1X",0.983520401912735,"chr16",56682470,56684196,"Neutral",0.984083837294742,0.981743084487552,"Neutral","Neutral",FALSE,FALSE
"HERPUD1",0.981737184907934,"chr16",56932142,56944864,"Neutral",0.982319140160761,0.97990144784818,"Neutral","Neutral",FALSE,FALSE
"PLLP",0.980455501844481,"chr16",57248547,57284672,"Neutral",0.981043409823954,0.978600987325712,"Neutral","Neutral",FALSE,FALSE
"ADGRG1",0.979123695818567,"chr16",57610652,57665580,"Neutral",0.979697746391267,0.977312893518288,"Neutral","Neutral",FALSE,FALSE
"MMP15",0.977833446669034,"chr16",58025754,58046901,"Neutral",0.978346671134221,0.97621451606202,"Neutral","Neutral",FALSE,FALSE
"CKLF",0.976598368000329,"chr16",66552563,66566251,"Neutral",0.977010299787094,0.97529895804848,"Neutral","Neutral",FALSE,FALSE
"RRAD",0.975322211673247,"chr16",66921685,66925535,"Neutral",0.975622913445761,0.974373669005996,"Neutral","Neutral",FALSE,FALSE
"TPPP3",0.97405771126918,"chr16",67389809,67393518,"Neutral",0.974272628194647,0.973379770889863,"Neutral","Neutral",FALSE,FALSE
"DPEP3",0.972778863220415,"chr16",67975663,67980549,"Neutral",0.972938795787626,0.972274367145735,"Neutral","Neutral",FALSE,FALSE
"PLA2G15",0.971712323344684,"chr16",68245304,68261058,"Neutral",0.971782540762138,0.971490827422389,"Neutral","Neutral",FALSE,FALSE
"CDH3",0.97084780724622,"chr16",68636189,68727468,"Neutral",0.970789257930247,0.971032496960136,"Neutral","Neutral",FALSE,FALSE
"CDH1",0.970106820766354,"chr16",68737292,68835537,"Neutral",0.969948935849651,0.970604857671016,"Neutral","Neutral",FALSE,FALSE
"NQO1",0.969030165029945,"chr16",69706996,69726668,"Neutral",0.968797434719998,0.96976429648219,"Neutral","Neutral",FALSE,FALSE
"MARVELD3",0.967558759505329,"chr16",71626161,71642114,"Neutral",0.967194907502746,0.968706505147565,"Neutral","Neutral",FALSE,FALSE
"HP",0.965788332229127,"chr16",72054505,72061055,"Neutral",0.965278587458669,0.967396286382993,"Neutral","Neutral",FALSE,FALSE
"ZFHX3",0.963758447753009,"chr16",72782885,73891871,"Neutral",0.963099749045028,0.96583626666362,"Neutral","Neutral",FALSE,FALSE
"BCAR1",0.961602893782829,"chr16",75228181,75268053,"Neutral",0.96082739499634,0.964049150355372,"Neutral","Neutral",FALSE,FALSE
"MAF",0.959303101718503,"chr16",79585843,79600737,"Neutral",0.95837291374235,0.962237314498726,"Neutral","Neutral",FALSE,FALSE
"GCSH",0.957315915696189,"chr16",81081945,81096395,"Neutral",0.956274191688009,0.96060196107264,"Neutral","Neutral",FALSE,FALSE
"PLCG2",0.955090233627319,"chr16",81779279,81962685,"Neutral",0.953931536171143,0.958745263547594,"Neutral","Neutral",FALSE,FALSE
"COTL1",0.952749768476352,"chr16",84565596,84618078,"Neutral",0.951464135279309,0.956805208295133,"Neutral","Neutral",FALSE,FALSE
"IRF8",0.951144135726247,"chr16",85899116,85922606,"Neutral",0.949837728531446,0.955265105665042,"Loss","Neutral",FALSE,TRUE
"SLC7A5",0.949758259938068,"chr16",87830023,87869507,"Loss",0.94832160312177,0.954290093179569,"Loss","Neutral",FALSE,TRUE
"CYBA",0.948061732404772,"chr16",88643275,88651083,"Loss",0.946543712268676,0.952850220536374,"Loss","Neutral",FALSE,TRUE
"CDT1",0.947245731903451,"chr16",88803789,88809258,"Loss",0.945679362311416,0.952186735005326,"Loss","Neutral",FALSE,TRUE
"RPL13",0.946185957585609,"chr16",89560677,89564542,"Loss",0.944595350850918,0.951203415055376,"Loss","Neutral",FALSE,TRUE
"FANCA",0.94489511695082,"chr16",89726683,89816977,"Loss",0.943241095057309,0.950112613094746,"Loss","Neutral",FALSE,TRUE
"NXN",0.919106907571796,"chr17",799310,979776,"Loss",0.918574941566397,0.920784957053946,"Loss","Loss",TRUE,FALSE
"ABR",0.917774537654789,"chr17",1003519,1229738,"Loss",0.917408792108705,0.918928256347294,"Loss","Loss",TRUE,FALSE
"SLC43A2",0.916556015202764,"chr17",1569268,1628886,"Loss",0.916337475474595,0.91724538345931,"Loss","Loss",TRUE,FALSE
"TLCD2",0.915566409208479,"chr17",1702816,1710377,"Loss",0.915502128995485,0.915769176635403,"Loss","Loss",TRUE,FALSE
"MIR22HG",0.914594465815904,"chr17",1711447,1717174,"Loss",0.914620437050416,0.914512541376784,"Loss","Loss",TRUE,FALSE
"SERPINF1",0.914831682710043,"chr17",1762029,1777565,"Loss",0.914903820006213,0.914604130664889,"Loss","Loss",TRUE,FALSE
"CYB5D2",0.915195773734276,"chr17",4143168,4187310,"Loss",0.915314523999303,0.914821184345646,"Loss","Loss",TRUE,FALSE
"GGT6",0.915448786316713,"chr17",4556927,4560818,"Loss",0.915576617750756,0.915045551016858,"Loss","Loss",TRUE,FALSE
"ARRB2",0.915851872802248,"chr17",4710596,4721499,"Loss",0.915956738114197,0.915521082525002,"Loss","Loss",TRUE,FALSE
"CXCL16",0.91641571106102,"chr17",4733533,4739928,"Loss",0.916461654857334,0.916270784575437,"Loss","Loss",TRUE,FALSE
"VMO1",0.917261897121307,"chr17",4785285,4786433,"Loss",0.917306887084964,0.917119979433991,"Loss","Loss",TRUE,FALSE
"PFN1",0.918210137410631,"chr17",4945652,4949061,"Loss",0.918224226911277,0.91816569306828,"Loss","Loss",TRUE,FALSE
"SCIMP",0.919490593958402,"chr17",5208920,5234860,"Loss",0.919494777016508,0.919477398794767,"Loss","Loss",TRUE,FALSE
"CLEC10A",0.920941732776298,"chr17",7074537,7080307,"Loss",0.920961069918062,0.920880735117812,"Loss","Loss",TRUE,FALSE
"CLDN7",0.922390131636661,"chr17",7259903,7263983,"Loss",0.922435180720603,0.922248027458547,"Loss","Loss",TRUE,FALSE
"CD68",0.92263988852321,"chr17",7579491,7582111,"Loss",0.922770349959739,0.922228357064834,"Loss","Loss",TRUE,FALSE
"KDM6B",0.923494385822326,"chr17",7834217,7854796,"Loss",0.923710583536467,0.922812405284895,"Loss","Loss",TRUE,FALSE
"PER1",0.924404087343141,"chr17",8140472,8156506,"Loss",0.924640841419936,0.923657263200377,"Loss","Loss",TRUE,FALSE
"AURKB",0.925392447481582,"chr17",8204733,8210600,"Loss",0.925688986971094,0.924457034444352,"Loss","Loss",TRUE,FALSE
"RPL26",0.926227527940258,"chr17",8377516,8383213,"Loss",0.926587224392622,0.925092890689956,"Loss","Loss",TRUE,FALSE
"MYH10",0.927272043668067,"chr17",8474207,8631376,"Loss",0.927556057797572,0.926376141001165,"Loss","Loss",TRUE,FALSE
"GAS7",0.928016764592057,"chr17",9910606,10198606,"Loss",0.928258141915959,0.927255356740303,"Loss","Loss",TRUE,FALSE
"PMP22",0.928706133418118,"chr17",15229773,15272292,"Loss",0.928870657960959,0.928187152278133,"Loss","Loss",TRUE,FALSE
"LRRC75A",0.929518272561682,"chr17",16441577,16492193,"Loss",0.929611175840923,0.929225215678278,"Loss","Loss",TRUE,FALSE
"SPECC1",0.930013150245618,"chr17",20008865,20319026,"Loss",0.930046467440171,0.929908053490375,"Loss","Loss",TRUE,FALSE
"LGALS9",0.930452103159135,"chr17",27629798,27649560,"Loss",0.930432765326182,0.930513102997926,"Loss","Loss",TRUE,FALSE
"TMEM97",0.931112453736144,"chr17",28319200,28328685,"Loss",0.9310522254646,0.931302439597741,"Loss","Loss",TRUE,FALSE
"RPL23A",0.931754135301224,"chr17",28719985,28724359,"Loss",0.931669047985612,0.93202253727513,"Loss","Loss",TRUE,FALSE
"TRAF4",0.932728477530498,"chr17",28744011,28750956,"Loss",0.932607130999707,0.933111256657525,"Loss","Loss",TRUE,FALSE
"ATAD5",0.933436757323232,"chr17",30831966,30895869,"Loss",0.933288243133062,0.933905234927776,"Loss","Loss",TRUE,FALSE
"ADAP2",0.934275783377415,"chr17",30906344,30959322,"Loss",0.934055981278814,0.934969133693016,"Loss","Loss",TRUE,FALSE
"EVI2B",0.935392750506806,"chr17",31303770,31314105,"Loss",0.935098353109949,0.93632140646288,"Loss","Loss",TRUE,FALSE
"EVI2A",0.936986103534427,"chr17",31316410,31321749,"Loss",0.936661394196218,0.938010376385138,"Loss","Loss",TRUE,FALSE
"RAB11FIP4",0.938996150000628,"chr17",31391675,31538211,"Loss",0.93856327471507,0.940361624751634,"Loss","Loss",TRUE,FALSE
"TMEM98",0.940987335125838,"chr17",32927910,32945106,"Loss",0.940461693673557,0.942645434248421,"Loss","Loss",TRUE,FALSE
"CCL2",0.942774487549105,"chr17",34255274,34257208,"Loss",0.942176951567608,0.944659372925505,"Loss","Loss",TRUE,FALSE
"CCL8",0.944516047815994,"chr17",34319435,34321402,"Loss",0.943851170101867,0.946613357968448,"Loss","Loss",TRUE,FALSE
"SLFN11",0.946152682899063,"chr17",35350305,35373701,"Loss",0.945439436585365,0.948402568409037,"Loss","Loss",TRUE,FALSE
"SLFN13",0.947855913978042,"chr17",35435096,35448837,"Loss",0.947051511937787,0.950393343838955,"Loss","Neutral",FALSE,TRUE
"CCL5",0.949577077475498,"chr17",35871491,35880793,"Loss",0.948716907457037,0.952290423515264,"Loss","Neutral",FALSE,TRUE
"CCL3",0.952368934632242,"chr17",36088256,36090169,"Neutral",0.951435544869655,0.955313247223379,"Neutral","Neutral",FALSE,FALSE
"CCL4",0.955648470259443,"chr17",36103827,36105621,"Neutral",0.954645614826004,0.958811907440904,"Neutral","Neutral",FALSE,FALSE
"CCL4L2",0.959369863624916,"chr17",36210924,36212878,"Neutral",0.958319501717026,0.962683156650628,"Neutral","Neutral",FALSE,FALSE
"LHX1",0.963226082923252,"chr17",36936785,36944612,"Neutral",0.96220764086838,0.966438687009666,"Neutral","Neutral",FALSE,FALSE
"ARHGAP23",0.966817097640773,"chr17",38419280,38512385,"Neutral",0.965817491414124,0.969970285427129,"Neutral","Neutral",FALSE,FALSE
"RPL19",0.970066973934579,"chr17",39200283,39204840,"Neutral",0.969149067797744,0.972962444513424,"Neutral","Neutral",FALSE,FALSE
"PPP1R1B",0.973159234409011,"chr17",39626740,39636626,"Neutral",0.972213944140608,0.976141086311717,"Neutral","Neutral",FALSE,FALSE
"ERBB2",0.975880214357954,"chr17",39687914,39730426,"Neutral",0.97492528372538,0.978892476113812,"Neutral","Neutral",FALSE,FALSE
"GRB7",0.978123401213812,"chr17",39737927,39747291,"Neutral",0.977151041993428,0.981190640228468,"Neutral","Neutral",FALSE,FALSE
"IKZF3",0.98010321461613,"chr17",39757718,39864312,"Neutral",0.979089710195004,0.983300243282934,"Neutral","Neutral",FALSE,FALSE
"TOP2A",0.982361811819112,"chr17",40388525,40417896,"Neutral",0.981366005088737,0.985503014360752,"Neutral","Neutral",FALSE,FALSE
"IGFBP4",0.984326144016015,"chr17",40443450,40457725,"Neutral",0.983360098149231,0.987373467999198,"Neutral","Neutral",FALSE,FALSE
"CCR7",0.986318410369336,"chr17",40553769,40565472,"Neutral",0.98539030271309,0.989246060926207,"Neutral","Neutral",FALSE,FALSE
"KRT23",0.988341103804346,"chr17",40922700,40937646,"Neutral",0.98745579084766,0.991133761480647,"Neutral","Neutral",FALSE,FALSE
"KRT15",0.990198162102185,"chr17",41513745,41522529,"Neutral",0.989387635586642,0.992754911191174,"Neutral","Neutral",FALSE,FALSE
"KRT19",0.991907946865044,"chr17",41523617,41528308,"Neutral",0.991197934749176,0.994147630324627,"Neutral","Neutral",FALSE,FALSE
"KRT14",0.992914132392718,"chr17",41582279,41586895,"Neutral",0.99225131205626,0.995004952691502,"Neutral","Neutral",FALSE,FALSE
"KRT16",0.993809014632233,"chr17",41609778,41615899,"Neutral",0.993205167735012,0.995713807349994,"Neutral","Neutral",FALSE,FALSE
"KRT17",0.994684201008182,"chr17",41619442,41624842,"Neutral",0.994132957742361,0.996423059257322,"Neutral","Neutral",FALSE,FALSE
"EIF1",0.995433395919389,"chr17",41688885,41692668,"Neutral",0.994895090088747,0.997131443935954,"Neutral","Neutral",FALSE,FALSE
"JUP",0.996336392730699,"chr17",41754604,41786931,"Neutral",0.995882820753289,0.997767153745663,"Neutral","Neutral",FALSE,FALSE
"P3H4",0.997130330521592,"chr17",41801947,41812604,"Neutral",0.996691399217419,0.998514908558898,"Neutral","Neutral",FALSE,FALSE
"FKBP10",0.997906950890745,"chr17",41812680,41823213,"Neutral",0.997494149424544,0.999209104185429,"Neutral","Neutral",FALSE,FALSE
"CAVIN1",0.998558435764353,"chr17",42402449,42423256,"Neutral",0.99818356220408,0.999740948137897,"Neutral","Neutral",FALSE,FALSE
"ATP6V0A1",0.999096861715038,"chr17",42458844,42522582,"Neutral",0.998738132930575,1.00022844652477,"Neutral","Neutral",FALSE,FALSE
"TUBG1",0.999663638581088,"chr17",42609641,42615238,"Neutral",0.999358877630921,1.00062498563977,"Neutral","Neutral",FALSE,FALSE
"VAT1",1.0002475333616,"chr17",43014607,43025123,"Neutral",0.999959025016559,1.00115761271645,"Neutral","Neutral",FALSE,FALSE
"BRCA1",1.00081814656075,"chr17",43044295,43170245,"Neutral",1.00052007599692,1.00175838926462,"Neutral","Neutral",FALSE,FALSE
"TMEM106A",1.00141782545246,"chr17",43211835,43220041,"Neutral",1.00115437711786,1.00224885476064,"Neutral","Neutral",FALSE,FALSE
"ARL4D",1.00204032730262,"chr17",43398993,43401137,"Neutral",1.00181882947952,1.0027390266623,"Neutral","Neutral",FALSE,FALSE
"ETV4",1.00261393207309,"chr17",43527844,43579620,"Neutral",1.00244941045772,1.00313290397858,"Neutral","Neutral",FALSE,FALSE
"DUSP3",1.00311481556879,"chr17",43766125,43778977,"Neutral",1.0029694708211,1.00357329538913,"Neutral","Neutral",FALSE,FALSE
"GRN",1.00369237900256,"chr17",44345246,44353106,"Neutral",1.00355749840898,1.00411785038214,"Neutral","Neutral",FALSE,FALSE
"PLCD3",1.00437024059611,"chr17",45108959,45133354,"Neutral",1.00429999492067,1.00459182565625,"Neutral","Neutral",FALSE,FALSE
"SKAP1",1.00499767195133,"chr17",48133442,48430275,"Neutral",1.00496941551035,1.0050868049141,"Neutral","Neutral",FALSE,FALSE
"HOXB2",1.00573171236903,"chr17",48540894,48545109,"Neutral",1.00575113324972,1.00567045056198,"Neutral","Neutral",FALSE,FALSE
"HOXB3",1.00648981111612,"chr17",48548870,48604912,"Neutral",1.00653903103868,1.00633455031989,"Neutral","Neutral",FALSE,FALSE
"HOXB4",1.00714597369105,"chr17",48575507,48578350,"Neutral",1.00721547839759,1.00692672596539,"Neutral","Neutral",FALSE,FALSE
"HOXB7",1.00775355617558,"chr17",48607232,48633572,"Neutral",1.0078130935292,1.00756574976618,"Neutral","Neutral",FALSE,FALSE
"ABI3",1.00826033334399,"chr17",49210411,49223225,"Neutral",1.00835819075171,1.0079516490095,"Neutral","Neutral",FALSE,FALSE
"ITGA3",1.00890581755514,"chr17",50055968,50090481,"Neutral",1.00903358767601,1.00850277566342,"Neutral","Neutral",FALSE,FALSE
"COL1A1",1.00941038114385,"chr17",50184101,50201632,"Neutral",1.00956903678876,1.0089099130311,"Neutral","Neutral",FALSE,FALSE
"ABCC3",1.00983629326138,"chr17",50634777,50692253,"Neutral",1.01001747649427,1.00926476345112,"Neutral","Neutral",FALSE,FALSE
"TOB1",1.01028275683526,"chr17",50862223,50867978,"Neutral",1.01047816954221,1.00966634114636,"Neutral","Neutral",FALSE,FALSE
"NME1",1.01065563214604,"chr17",51153559,51162428,"Neutral",1.01083295779859,1.01009627080262,"Neutral","Neutral",FALSE,FALSE
"MMD",1.01098992861946,"chr17",55392622,55421924,"Neutral",1.01117836809566,1.01039550949823,"Neutral","Neutral",FALSE,FALSE
